Author	Rating	Review	Restaurant	Location
YK L	5	Feeling awesome of having dinner with my family at this old colonial building.Western food with some local dishes. Staffs very helpful	STG Ipoh Oldtown	Ipoh
S L Chong	4	Located in Ipoh Old Town, this is one of several STG branches. Nicely decorated and reminiscent of a steak house, we came for some coffee and drinks. There is an extensive western menu and dessert. We ordered latte and chocolate which were	STG Ipoh Oldtown	Ipoh
Karen Foo	4	Christmas Night dinner here, no rsvp allowed, thankfully a captain waitress I thinkðŸ˜€ quick response to rearrange with another tableâ€™s guests to move to other table so that a long table can be set up for 9 of us and one baby chair. ðŸ˜Š Food	STG Ipoh Oldtown	Ipoh
Sky suke	4	Price is at the high side even compring to KL price.Food tasted okay and the portion is fair. Seafood marinara not very fresh and	STG Ipoh Oldtown	Ipoh
Bernard Lee	4	Nice place to dine in especially in the vicinity of the busy financial area of the Old Town. Cool and quiet ambiance, the food and service is good. There are 2 parking locations nearby where you can claim your parking fees from STG.	STG Ipoh Oldtown	Ipoh
Linda Mohd	5	Had a private dinner organised here once. The restaurant somehow forget to provide a mask storage case for one of our guests of honour. Hopefully such incident wouldn't happen again in the future.	STG Ipoh Oldtown	Ipoh
Myra Rani	5	Romantic..slightly too dim	STG Ipoh Oldtown	Ipoh
Debbie Lee	4	Food was okay, delicious . Serving time very slow. Staff is friendly.	STG Ipoh Oldtown	Ipoh
E	2	Top notch decor and classy ambience with warm caring service.Â  A great place for a romantic hangout.	STG Ipoh Oldtown	Ipoh
mike ho	3	Opens at 12 noon. Menu caters for lunch with mainly meat dishes. Difficult to get a lighter brunch. No sandwiches. No saugages and fried eggs. Not for normal customers who wish for such light meals. 10% service charge.	STG Ipoh Oldtown	Ipoh
Oon Keong Leong	4	Good food. Satisfactory food portions.	STG Ipoh Oldtown	Ipoh
Audrey L	3	The options in the menu just few to choose, the price was above average.	STG Ipoh Oldtown	Ipoh
nurul nabihah	1	Pls dont but pizza from there!!!! Its totally not pizza! Fully crusted, thin like an a4 paper. Bad service also	STG Ipoh Oldtown	Ipoh
happy viewer	1	Watch out for Rude fair looking male waiter in STG Ipoh.He can be your spoiler if plan to celebrate something special there. He is very impatient and answer your questions rudely.At one point,I had this feeling going for some  free charity	STG Ipoh Oldtown	Ipoh
wongcalvin73	5	Cozy interior , food was average, service was excellent, prices were fairly for the area providing the cozy decoration could be say its worth. 1+ for the candle lights, it felt really romantic. Overall its a good experience to enjoy with friends, family and possibly love onces!	STG Ipoh Oldtown	Ipoh
MR Bala #perakclown	5	All service staff were very helpful and cordial. The restaurant was beautiful-peaceful and very relaxing.The food was absolutely wonderful, from preparation to presentation. Special	STG Ipoh Oldtown	Ipoh
Kaberi Dutta	4	Had dinner at the STG old town last night and thoroughly enjoyed ourselves. My lamb shank was delicious, with the meat falling off the bones effortlessly, (especially given its reasonable price point!) although I would have enjoyed less	STG Ipoh Oldtown	Ipoh
Narh mataaa	1	If can i can give 0 star rating,  for their overrated price and low quality food standards. Its literally nasi goreng biasa with some kerepek and boom Rm20 . Check out their authentic cups where they serve drinks, pasar malam cups. WHICH COSTS RM 14 ! ITS THAT PLASTIC CUP !	STG Ipoh Oldtown	Ipoh
Pk C	3	Near to Concubine Street area in Ipoh. Nice environment with old colonial touch. Food is ok and service is good too. However parking can be a problem.	STG Ipoh Oldtown	Ipoh
James Tan	4	One of the most Hugh end restaurants in ipoh town. Atmosphere and ambience is great. The salads and food quality is high and tasty. Excellent service provided by staff. Opens till late.	STG Ipoh Oldtown	Ipoh
Roselind Leong	4	Such a clean and nice restaurant. The waiters were super friendly and helpful. The food was also great. Portion was just right. A great place for a romantic hangout. Do try their tea, it's very unique... nothing like what I've had before.	STG Ipoh Oldtown	Ipoh
Mui Foong Chew	4	Very impressed with the deco, atmosphere and friendly staff though service was a little lacking as there were only 2 wait staff. Local and western fare was avail and it was average but not mind blowing. We had the smoked salmon salad, lamb	STG Ipoh Oldtown	Ipoh
Dharshini Balasubramaniam	5	Good food with great ambience.	STG Ipoh Oldtown	Ipoh
Hanya Untuk	5	Nice place to lepak with friends for coffee and such.  Food not bad,  varities selection of tea. And tasty egg sandwich	STG Ipoh Oldtown	Ipoh
SHEELA FAISAL LEOW	1	Alright gang i have some complaints. I had the braised lamb leg = the mashed potato was good but a bit lumpy i am not sure whether they wanted me to know that it was made from scratch or thats just their style, the lamb was cooked	STG Ipoh Oldtown	Ipoh
Ivan Chai	5	Have my lunch here last week. I rarely take lunch at Ipoh oldtown because is so difficult to find parking. BUT! Worried no more! There is a private parking lot next to STG Ipoh OldTown. Park inside there then you can claim it back after had	STG Ipoh Oldtown	Ipoh
Wong Jenny	3	Environment and ambience is nice AND  beautiful. However the food I had was only average. The lamb I had was cooked outside but raw inside.	STG Ipoh Oldtown	Ipoh
Vivien Leow	5	Food there were delicious and good quality. Price is reasonable. The staff there are very friendly and helpful. Will definitely visit again.	STG Ipoh Oldtown	Ipoh
Happylizzieeats	4	Let it be casual or business lunch, a romantic dinner, a catch up with friends or a family gathering; STG Ipoh Oldtownâ€™s  quaint, cosy ambience caters for all occasions. Its charming, classic quintessential British-themed interior design	STG Ipoh Oldtown	Ipoh
Zul Fi	2	Before MCO a few times I went STG. very recommended. Clean. Good service. During MCO I used to take pick up. For my latest purchase, the nasi lemak (rice) is not cooked well. Still bit the raw rice. I cannot eat anymore. Already complaint	STG Ipoh Oldtown	Ipoh
Andreas R	2	Ice cream really good!Steak really bad. I ordered the Australian Rib Eye Steak. For the price it is	STG Ipoh Oldtown	Ipoh
Munny L	5	Great service, food is mainly on the western side. They serve a wide variety of food, fusion and speciality sabah teas. The ambience is great with very nice decor and matching interior. They also have meal promotions very often. 11/10 will	STG Ipoh Oldtown	Ipoh
Guo Linqin	4	Excellent environment, friendly service food was marvelous and the ambiance was perfect for a small group gathering.	STG Ipoh Oldtown	Ipoh
miruku's Garden	5	Love the cozy setting. Orange Chicken was fantastic, and tiramisu has always been in my must-eat list ðŸ™‚	STG Ipoh Oldtown	Ipoh
foo ch	5	A beautiful and high-class restaurant serving an extravagant range of meals with perfection and presentation with crazy portions. The design and interior of this place is well decorated.	STG Ipoh Oldtown	Ipoh
MC Fred	5	Nice. For the food, drinks and dessert.Price above average, but quality seems good.	STG Ipoh Oldtown	Ipoh
Jane Wick	1	We stopped by this place for an afternoon tea during our day trip to Ipoh. The restaurant is located in the Ipoh old town, strategically good positioned to attack tourists walking to town. The order was placed very quick, however it took	STG Ipoh Oldtown	Ipoh
Aniza Ali	4	As far as Old Town Ipoh go, this is one of the must-see, often hyped about restaurant. My husband tried their nasi lemak, since it was recommended. The rice was pleasantly fragrant with pandan and "lemak" enough but he didn't care much for	STG Ipoh Oldtown	Ipoh
Scarlett Ong	5	Enjoyed my lunch with family, meals were very delicious, wine tasted good, and service was very professional - need to highlight Mr Niaz as he has provided us with very excellent service! Thanks STG!	STG Ipoh Oldtown	Ipoh
Alice Leong	5	Their chocolate lava cake was warm, moist and delicious paired perfectly with vanilla ice cream. Their tiramisu cake is well balanced and the moist cakey bits at the bottom exploded with flavour of coffee when consumed. I had a cup of earl	STG Ipoh Oldtown	Ipoh
é™³ è© å„€	4	Overall nice experience. Food were great and priced reasonably compared to KL.Tartar sauce was superb cant help refilling.	STG Ipoh Oldtown	Ipoh
Yoke Mei	5	Nice atmosphere and ambience. Food tastes good and nicely presented..will go there again.	STG Ipoh Oldtown	Ipoh
TC Woo	4	Pretty nice & quiet comfortable environment here. However food taste is ok ok only, sorry to sayâ€¦	STG Ipoh Oldtown	Ipoh
Kee Wang Cheong	4	Portion is big, and filling.. Overall is good, just that the waiter did not provide accurate information. Was told nett price, but at the end it is still ++	STG Ipoh Oldtown	Ipoh
Vanessa Chang	5	Good Services and Good Attitude! Although food a bit expensive, taste just perfect! I will be going to STG next time! ðŸ‘ðŸ»	STG Ipoh Oldtown	Ipoh
Luna	4	It's a really nice place. The lava cake is the best ever, if you're coming as a group and thinking to order one.. Just order three and you'll be happy (especially if you love chocolate). Also if you're interested in Tea, they've a good selection. Cinnamon is a good flavour for Christmas time ðŸŽ„	STG Ipoh Oldtown	Ipoh
Kelvin Wong	5	Been here couple of times , a perfect place for gathering occasion, food and drinks were nice too ..	STG Ipoh Oldtown	Ipoh
Hong Lim	5	Excellent food and service. Nice & relax environment.	STG Ipoh Oldtown	Ipoh
Peace	4	Very nice atmosphere created through the interior design. The food just hit the ok standard mark, not too outstanding yet still good quality.	STG Ipoh Oldtown	Ipoh
Farashina Fisichella	4	Lunch set are very affordable. But always run out of certain menu. You have to have back up menu. Try their high tea and chocolate moist cake.	STG Ipoh Oldtown	Ipoh
Siew Qui Hen	4	Exquisite western cuisine, fine dine... But took alittle longer to serve...	STG Ipoh Oldtown	Ipoh
VÃ­ctor MartÃ­nez	1	Disappointed, we expected much more sophisticated dishes given the decoration, bullshitting menu and the high prices but we were served quite average and poor food. Not recommended at all.	STG Ipoh Oldtown	Ipoh
Rahayu Razali	5	Excellent restaurant! Nice ambulance & food very delicious.	STG Ipoh Oldtown	Ipoh
Hew Choon Kok	4	02/01/2021 Chicken meatball pasta â˜…â˜…â˜…â˜… (Grab Food)02/01/2021 Crispy chicken burger â˜…â˜…â˜…â˜… (Grab Food)	STG Ipoh Oldtown	Ipoh
nur syahirah mohd tahar	5	Almost a fine dining experience.Food was great, staff very helpful.Cool place to lepak also.	STG Ipoh Oldtown	Ipoh
Farokh Asad	4	Great selection of Tea's and desserts. Lovely ambience.	STG Ipoh Oldtown	Ipoh
Wai Kean Wong	1	Food is overpriced. Food is not worth the price.	STG Ipoh Oldtown	Ipoh
Henry Lam	5	The lunch sets are delicious and worth the price.  Good atmosphere.  Attentive staff.	STG Ipoh Oldtown	Ipoh
SF Doh	1	Not recommend, the foods too salty and staff not allow to add hot water in the Chinese tea. The environment OK	STG Ipoh Oldtown	Ipoh
Jasmin Kaur	2	Food is OK at best, mostly overcooked and each course was late. We booked in advance, and I asked for a nice table for mum's birthday celebration, but got one right in front of the door. when I asked to be moved elsewhere, they said the	STG Ipoh Oldtown	Ipoh
kelvin ck1	2	Food taste so-so that does not justify the price.	STG Ipoh Oldtown	Ipoh
Kenny Ganie	5	A nice place to have a tea-time with friends and family.	STG Ipoh Oldtown	Ipoh
muhammad haris	3	Good place for refreshments.. i recommend the kampong fried rice	STG Ipoh Oldtown	Ipoh
Yvonne Lim	5	Good environment and they serve tasty food and tea.	STG Ipoh Oldtown	Ipoh
See Sum Foo	4	Nice ambience. Upstair is Miners Arms and you can get your cocktail and whiskey there.  STG is downstairs. Beer is served. Food so so and needs improvement.	STG Ipoh Oldtown	Ipoh
Kit Teguh	4	Nice and elegant inside. The amount and range of tea available here is astounding.	STG Ipoh Oldtown	Ipoh
Anamaria Cruz	5	Yummy food. Amaizing desserts.	STG Ipoh Oldtown	Ipoh
Priscilla Yee	5	Nice place to unwind... Buy 1 free 1 coffee or tea daily between 3-6pm... Any coffee or tea...	STG Ipoh Oldtown	Ipoh
virginia loke	5	Very nice food served. Tea are so perfect . Very quiet place, for dating for some small talk. Is so enjoy	STG Ipoh Oldtown	Ipoh
Simon Lee	5	Is good lunch	STG Ipoh Oldtown	Ipoh
Kee Huey Choo	1	I know when it comes to food taste, takeaway always makes it less better than dine-in, but not this bad. RM21 for an unevenly-fried Mee Siam Istimewa is outrageous - one part of the Mihun was tasteless, the other was so salty I thought I	STG Ipoh Oldtown	Ipoh
Nageswary Malar	1	Their service is not good enough ...have to wait at least 10-20 min to take the order. The staff all very slow. Make us wait for too long then they look out n said the kitchen was closed so irresponsible behavior n didn't feel sorry for it.	STG Ipoh Oldtown	Ipoh
Orlando Fanti	5	Great experience, good variety for all family in a stylish environment and very friendly staff. The day we attended they had a promotion offering free lunch for kids, and were really good options, they loved. The desert was also superb and the prices very fair. If you are near is highly recommended as a excellent option.	STG Ipoh Oldtown	Ipoh
Ananth Arunasalam	5	Good ambience, polite staff and smashing moist chocolate cake!	STG Ipoh Oldtown	Ipoh
6od5p33d	4	Nice ambience & quite speedy service. Foods are okayðŸ‘Œ	STG Ipoh Oldtown	Ipoh
Adrian Fong	4	Try the satay chicken meatballs.. surprisingly good.. not ur typical meatball ðŸ˜	STG Ipoh Oldtown	Ipoh
Jocelyn Chai	5	impressive customer service, the array of food is impeccable and during the pandemic there has been many people going in and out of the restaurant but they manage to control their sitting space to maintain the SOPs.	STG Ipoh Oldtown	Ipoh
catherine lo	4	Recommended choice,  good choice of western cuisine	STG Ipoh Oldtown	Ipoh
Tasbir Mavi	5	A beautiful place of old and new, staffs are very polite and welcoming, food is indeed very delicious, the music is pleasant too beautiful experiance to me.	STG Ipoh Oldtown	Ipoh
Zsuzsanna Medveczki	5	The food was delicious and the service was excellent. Not the cheapest restaurant but prices are still okay. Go there, if you would like to have great western food and nice atmosphere.	STG Ipoh Oldtown	Ipoh
Kenn & Laurie McConger	5	Excellent food in upscale surroundings.  Prices midrange, but quality was well worth it.  Laurie had the crispy chicken burger (highly recommended), I had pumpkin soup.  Both excellent.	STG Ipoh Oldtown	Ipoh
BT Law	5	Service was excellent! . Cosy and relaxing.good food~~	STG Ipoh Oldtown	Ipoh
SOON CHIN TAN	4	For a family of 3, we only had the egg and ham pizza and the lava cake after lunch at Dong Cafe across the road. The pizza was a winner - thin crunchy base and generous tasty toppings.Perfect for kids. Lava cake was light and smooth but if	STG Ipoh Oldtown	Ipoh
Ly T	1	Not really good taste of food. If you are picky about food. Don't ever consider to come here. Food serving size are too small. Pesto chicken pasta with just 3-4 pieces of small chicken dice.  Tea is not refillable with hot water (they throw	STG Ipoh Oldtown	Ipoh
Philipp KlÃ¶ckner	5	Good Western food. Also offers beer & wine.	STG Ipoh Oldtown	Ipoh
Benedict Foo	4	Nice place to drop in, enjoy the AC and grab a cool drink on a hot day. Best time to visit is between lunch and dinner if all u are after is a cold ðŸº. Staff are extremely friendly and cheerful	STG Ipoh Oldtown	Ipoh
Sharon Gabriel	5	Warm ambiance. Western and local food are served here. Very friendly staffs. Love the baby durian cake and not to miss the cendol too...	STG Ipoh Oldtown	Ipoh
Lawrence Lee	4	Naiz who served us did an excellent job. Food was great and the Wolf Blast Naiz recommended was very good indeed. Would be back again in 1 Ipoh minute. Had a wonderful dining experience.	STG Ipoh Oldtown	Ipoh
Miq & QQ	5	Nice ambiance, super service, good food	STG Ipoh Oldtown	Ipoh
Nithi Seelan	5	Very nice ,good place for family and business	STG Ipoh Oldtown	Ipoh
Azizul Hanafee Mohd Zain (Api Fire)	4	Great atmosphere. Tea is fantastic. Food is slightly above average though. Could be better but still Ok. Price is fair. Best place for dinner in Ipoh Old Town.	STG Ipoh Oldtown	Ipoh
Veni Munu	5	Great place for a romantic dinner or celebrating birthdays. The service was also good. Food was ok and can't wait for our next visit there	STG Ipoh Oldtown	Ipoh
Joanna Pubatay	4	Beautiful ambient, clean, nice service but food can improve further especially the Chicken Burger otherwise all is good. Thanks STG ðŸ’œ	STG Ipoh Oldtown	Ipoh
Aviel Nathan	5	Great food and excellent service.I was served by Mr.Naiz, Ms.Amber and Ms.Agnes. all of them are very friendly	STG Ipoh Oldtown	Ipoh
Narav n kamalm	4	Food was delicious.service was good butThe environment was too noisy,childrens were aloud to run around and playing. occupying the whole restaurant.Adult were talking too loudly.whereas only few ppl were dinning in.	STG Ipoh Oldtown	Ipoh
Meng Poh Lee	5	The service is awesome. If you are not sure what to eat, just ask the captain. He gives great recommendations. The environment is nice and relaxing.	STG Ipoh Oldtown	Ipoh
David Morris	5	The Sabah tea is delicious, and the afternoon tea is a tasty pairing, generous and reasonably priced. We found the service to be excellent and the place itself is nicely decorated and comfortable for an afternoon break after a walk along the river.	STG Ipoh Oldtown	Ipoh
El KayWhy	5	Great place to unwind...besides than the delicious..great western food & beverages...me & my good buddies had a great time at their bar....good service from the waiter & bar captain William...we bought our own whiskeys...& the service/ surcharges are reasonable....keep up the good work....Miners Arm..	STG Ipoh Oldtown	Ipoh
Abd Rahman Abdullah Thani	4	Good food at descent prices	STG Ipoh Oldtown	Ipoh
Rob Greig	4	We popped in for dessert and a drink. Service was great and they even whipped us up a non-menu meal for the baby.	STG Ipoh Oldtown	Ipoh
Alexander Tan	3	Great romantic ambience. Menu looks good on paper but poorly executed. Overly spicy lamb chops that overpower the taste of the lamb. Miso cod was so so.	STG Ipoh Oldtown	Ipoh
Jet Jet	3	Service is good, ambience is good but the food is a bit over pricey. We order a truffle and caviar spagetthi, taste was ok. Nothing special or fancy, but worth a first try but not second try.	STG Ipoh Oldtown	Ipoh
Joshua Chester	1	Was looking at the menu 40 minutes before they were supposedly closed and a waitress came to the door flipped a sign saying closed without even speaking to me. Felt very disrespected. Horrible service. Will never eat there again. Rude and not great food anyways.	STG Ipoh Oldtown	Ipoh
TW Khong	1	Ceasar salad with Salmon was done just right.  But used Uob credit card  n didn't get 15% discount as stated in the advertising board outside.	STG Ipoh Oldtown	Ipoh
Amirul Asyraff	4	Good food and good place.Suitable to have Birthday Party or to celebrate Anniversary..The crew are also friendly	STG Ipoh Oldtown	Ipoh
Chin Li	5	Good environment and the High tea was great.	STG Ipoh Oldtown	Ipoh
Jay T	4	Service is good. We just ordered a salad and two drinks since it was late. Can't comment much on that.	STG Ipoh Oldtown	Ipoh
SP Leong	5	Nice food. And good service â¤ï¸	STG Ipoh Oldtown	Ipoh
Wong Max	5	Good place to have meal, food is nice and affordable. Large group is alright too.	STG Ipoh Oldtown	Ipoh
Shah Kharazzi	5	I love the hospitality here compared to STG near Taman Chateau. Great food great services even I'm not dress up like rich people. Recommended.	STG Ipoh Oldtown	Ipoh
Kaigee Teh	5	Food is nice, service is great, price is worth to pay for the quality, portion and services.	STG Ipoh Oldtown	Ipoh
Sakthi Vel	4	Tasty food (cakes and pastries).a little pricey, but the environment is great. The staffs are caring and friendly too.	STG Ipoh Oldtown	Ipoh
Stephen Yaw	4	Sorry, we do not serve MUSTARD! Alamak, western dining services, but no have mustard sauce one!	STG Ipoh Oldtown	Ipoh
è‹±å‚‘æž—	5	Nice food nice place	STG Ipoh Oldtown	Ipoh
wei jing	1	SUPER BAD EXPERIENCE, UNREASONABLE STAFF!!!We were having our tea break and out of sudden a staff came and told us that we had 15mins more to go and then we had to leave the table. We asked if there is	STG Ipoh Oldtown	Ipoh
